genes	logFC	logCPM	LR	PValue	FDR
ZNF527	0.423039295111884	7.35694288086217	59.2133583578683	1.41470206334069e-14	9.38472020445327e-13
LANCL3	0.480560221350102	7.11225382868968	59.1860625271015	1.43446248879899e-14	9.42558177216297e-13
RSPH9	-0.425766514731329	6.81540080197623	59.186046842051	1.43447392278913e-14	9.42558177216297e-13
SYNJ2BP-COX16	-0.430622490286955	6.88108087898811	59.1828222685211	1.43682648965899e-14	9.42558177216297e-13
UQCR10	-0.366194494557422	9.68195740503052	58.9466472475306	1.62005657183396e-14	1.05883549816691e-12
NAA38	-0.37240928943784	7.97463206481983	58.9315558231881	1.63252972698982e-14	1.06306494575161e-12
TIMM13	-0.368185940766296	7.80515057817903	58.9019139491575	1.65730931461311e-14	1.07524771356877e-12
SLIRP	-0.473713996835275	8.51202904585844	58.7873368664593	1.7566821840065e-14	1.13556039573442e-12
TRAPPC2L	-0.385825162213439	7.80198623280128	58.7350517727501	1.80398905533441e-14	1.16190015083939e-12
ADAMTS14	2.08593954493068	4.43519652118389	58.7004694537559	1.83597692542192e-14	1.17821823561859e-12
OR2C3	0.346453021042374	7.18205889161301	58.5406448780559	1.99134293030393e-14	1.27330924121095e-12
LAMTOR3	-0.414431440648114	7.08708474655728	58.4529566231617	2.08210461585572e-14	1.32655528618836e-12
OSBPL6	0.35607760713223	7.64962155408552	58.3302077435159	2.21615006387013e-14	1.40689784699884e-12
GRIN2A	0.381225420625	7.10435645497193	58.1984187433069	2.36969460562525e-14	1.49900110195837e-12
PNKD	-0.427094573874527	7.01137580428198	58.025827115027	2.58698912234398e-14	1.63063172010522e-12
HIPK2	-0.420889587395609	6.65414838012302	57.9244663454299	2.72378216295765e-14	1.71076700958532e-12
MT-ND6	-0.433419176684411	8.83945412442949	57.8427867640693	2.83926226280896e-14	1.77699693282234e-12
BLOC1S2	-0.489793508050425	6.32444473940034	57.7613411122161	2.95928918354452e-14	1.84559612742749e-12
P4HA1	-0.642989209474813	5.81961423273557	57.6244902185966	3.17250859226882e-14	1.97163060302686e-12
MTRNR2L11	-0.451905632137428	7.86319048432214	57.5971681180235	3.2168840640226e-14	1.99221855041847e-12
NDUFB5	-0.29729787628716	8.12351579625047	57.478785146162	3.41644466137421e-14	2.10327746983425e-12
OGFRL1	-0.597882999315566	6.32841969871988	57.4767604380676	3.41996336558414e-14	2.10327746983425e-12
HNRNPA3	-0.437017484756751	7.80275892394446	57.4010115238375	3.55424442053173e-14	2.17829678811273e-12
INPP5F	0.477676272886532	6.52922760043149	57.3258634662657	3.69267260361061e-14	2.25533162603969e-12
SPTSSA	-0.532912497076217	6.9765592186958	57.2810110202333	3.77785149707934e-14	2.29942631327386e-12
MYH7B	0.344446160343157	10.3853308031553	57.133398515927	4.07230944234587e-14	2.47016249461746e-12
C1orf61	-0.759070256212683	8.96980205378295	57.1002544692992	4.1415208091452e-14	2.50357053145323e-12
NDUFA2	-0.366444562213383	8.12007528478497	57.0752955821106	4.19441570982972e-14	2.52692146437089e-12
ME1	0.815978706255038	5.55148010094127	56.9865370591612	4.38805601181109e-14	2.63461857902366e-12
ZBTB20	0.200067688081698	9.86771939327341	56.7090041491969	5.05316416163314e-14	3.01731518278689e-12
YBX1	-0.365682208630741	8.58982886918416	56.7065313776701	5.05952241016094e-14	3.01731518278689e-12
NNAT	1.73303158812084	4.55747819265278	56.6704252084963	5.15327937399088e-14	3.06291557960156e-12
UXT	-0.481203472234755	6.51654954662763	56.6431851852868	5.22516234970062e-14	3.09525336247149e-12
C1QTNF6	0.842313918027698	5.75318991172046	56.6266947276543	5.26916520653602e-14	3.11091513793887e-12
ATP5F1A	0.280164496025446	10.0298955504157	56.3143641985878	6.17625684142458e-14	3.63434754735256e-12
ADAM17	0.356637168272891	7.51013683066116	56.2606860736893	6.34719304427528e-14	3.72256566888092e-12
NDUFS2	-0.383239645758691	7.32060571884163	56.1734747397277	6.63506583046007e-14	3.8766946184397e-12
HSBP1	-0.281894068402108	9.34680688924911	56.1679409637742	6.65376673444935e-14	3.8766946184397e-12
RUVBL1	-0.491974115328619	6.71501502974014	56.1496286930951	6.71602826690292e-14	3.90014074306179e-12
FMNL3	0.609316325192476	5.89368450103749	56.1257179328734	6.79820295293036e-14	3.93495982687263e-12
ATP5PF	-0.406658272345323	8.58950195474755	55.9754863244684	7.33802854968538e-14	4.23358832807907e-12
DSEL	0.462060801021871	6.43848243891697	55.8726838794591	7.73194384811864e-14	4.44636978694407e-12
TMEM11	-0.694836609587541	5.5340334681659	55.7578240276716	8.19713917454636e-14	4.69863200840017e-12
SF3B6	-0.325071710489106	8.52853097823083	55.7344071425821	8.29536354729694e-14	4.73959610160398e-12
ATP5MC1	-0.470975518642168	8.68517768248589	55.6870620118161	8.49756960093072e-14	4.83951616629212e-12
SLC4A1	0.558871184120465	5.81885296635214	55.5735871772685	9.00251303499248e-14	5.11065739986496e-12
HES4	0.789824135899014	5.61882667636041	55.5115449218993	9.29117379921889e-14	5.25767636842699e-12
WDR54	-0.410674405670146	7.43038847286175	55.4503439749232	9.58499277776879e-14	5.40666853757455e-12
SARNP	-0.336368903600641	7.59792393126581	55.3939093574035	9.86416172398523e-14	5.54647722080084e-12
CFAP20	-0.611168758187743	5.79091173883936	55.2540465733748	1.05916033316617e-13	5.93666070286052e-12
BACH2	0.307096568145393	8.3573023553288	55.1800074224459	1.09981736230373e-13	6.14509940729455e-12
SSR4	-0.336307381434665	8.53854075576047	55.0470622447968	1.17678079465922e-13	6.55444699213963e-12
FKBP3	-0.403868793608966	7.46456370174771	55.0055721893366	1.20188601123798e-13	6.67329311318092e-12
TNPO1	0.300454487149245	7.81647261528376	54.9875493732836	1.21295772983399e-13	6.71372103463116e-12
MAP4	-0.370087687780266	7.48033142333313	54.9423430079166	1.24117986901609e-13	6.84852892212244e-12
MMS22L	0.404997546648937	6.71609250047999	54.926267112005	1.25137356951467e-13	6.883331882995e-12
SRP14	-0.24091470385798	9.54721804995995	54.6159203612348	1.465436588296e-13	8.03585537210487e-12
TSC22D4	0.654161428090191	7.33491632214607	54.6076696307948	1.4716019555498e-13	8.0403084616563e-12
GTF2A2	-0.390174811426103	7.72150057350367	54.6027005760997	1.47532760277682e-13	8.0403084616563e-12
B4GALNT4	0.733637509779588	6.06563146682605	54.5806861232802	1.49194723325854e-13	8.10594153235437e-12
TTC17	0.30435049771875	7.90472577396659	54.4215149079984	1.61781869818656e-13	8.76293724228756e-12
C5orf15	-0.585358180042524	5.98671800628432	54.4090493067773	1.62811390812573e-13	8.79181510387894e-12
MAGED4B	0.548039562731467	6.62409496213859	54.3188209785048	1.70461316772478e-13	9.17693265250497e-12
SNRPF	-0.423551322278385	7.94749928239888	54.2936777345903	1.72656431500045e-13	9.26694155978422e-12
MRPS18A	-0.534715536125413	6.2542517279411	54.2385176142574	1.77571752365769e-13	9.501966398497e-12
RPL28	-0.321283609343706	8.6569713072682	54.194980844914	1.81549991808642e-13	9.68558269552611e-12
UQCRH	-0.382916918695124	8.75176937969371	54.07934334197	1.92554950963082e-13	1.02418417160904e-11
BUD31	-0.383367846808782	7.66818850622987	54.0297122046952	1.97480654327579e-13	1.04723872738026e-11
COX4I1	-0.346569768245827	9.97173833669634	53.8986856643166	2.11098869295629e-13	1.11611437998931e-11
BANF1	-0.330907788612597	7.52096182411128	53.7852591377904	2.23644395646219e-13	1.17892545704935e-11
MTRNR2L4	-0.317089286571304	8.79241472584626	53.6548959034267	2.38987388444149e-13	1.25452329527948e-11
RNF152	0.57466756013433	9.24461162179598	53.6514902354078	2.39402029022394e-13	1.25452329527948e-11
SERPING1	1.39832714033444	4.6851909178514	53.6324276467375	2.41736228414234e-13	1.26299895233734e-11
FGF23	0.266161320127417	8.75674488275535	53.6266709507713	2.42445598348406e-13	1.26299895233734e-11
PHB	-0.480981676434608	7.2126176210594	53.5061011059958	2.57790988928089e-13	1.33900117181651e-11
RAPGEF4	0.415851701911805	6.80479966829911	53.4805702094233	2.61163078537096e-13	1.35254983831843e-11
HNRNPC	-0.306681729482934	9.15639444052396	53.4018247199177	2.71844233374227e-13	1.40376240860767e-11
TXN	-0.509452802555465	9.06842224870929	53.3578663556377	2.77995801394789e-13	1.43135512625131e-11
NDUFA12	-0.359213195236516	8.32117277575997	53.3307397920215	2.81861215688334e-13	1.44705097167298e-11
SHMT2	-0.700337351363805	7.67887881865189	53.3075432585064	2.85209247967512e-13	1.4600075722545e-11
CHMP4A	-0.346972876872902	7.65637411672687	53.1907052118376	3.02687654938804e-13	1.54501548826401e-11
DPYSL3	0.776232685268135	6.43520181460492	53.1391827290844	3.10731908343524e-13	1.58150430653455e-11
RHOC	-0.37736879740875	7.5024525414817	53.1335635948099	3.11622065820098e-13	1.58150430653455e-11
FAM76A	0.349822077630189	7.33422788403147	53.1204341280696	3.13711934987595e-13	1.58756165500008e-11
SYF2	-0.427342994071327	6.76392230524743	53.0076945711349	3.32244293511099e-13	1.6765558195637e-11
AC012254.2	-0.837701032434994	4.90754801413737	52.9855104465613	3.36017969815859e-13	1.6870848922699e-11
PSMA2	-0.309071553231102	8.50101145529286	52.9842371313997	3.36235866627864e-13	1.6870848922699e-11
AGT	-0.926775396657285	6.82511949244419	52.9638262496783	3.39748052183826e-13	1.69989194923162e-11
DCP1A	0.292600513332137	8.16646523825299	52.840080451211	3.6184149659263e-13	1.80262986292177e-11
TPM3	-0.404837953155687	7.27685471714491	52.8374999534485	3.62317203703789e-13	1.80262986292177e-11
VPS29	-0.417283294389154	7.02580004912118	52.7468432514255	3.79432697724221e-13	1.88249634232252e-11
MRPS6	-0.522176161752707	7.06202250938751	52.7210653470391	3.84445527392642e-13	1.90203887742415e-11
FAM162A	-0.402848586025859	7.02262296856742	52.6465673533414	3.9930819459241e-13	1.97006873053503e-11
AXL	0.387694252963759	7.09269418484302	52.6325924101101	4.02159641520704e-13	1.97862543628186e-11
SEC62	-0.266649944130538	8.22234436760675	52.6252762596854	4.03660545021355e-13	1.98050846909093e-11
FEM1A	0.440339706123529	7.10555522918129	52.6163226600424	4.05504999636767e-13	1.98406203137194e-11
NSMF	0.509671542993021	7.14771486395811	52.5858173208862	4.11852690808975e-13	2.00956883184809e-11
ZFR	-0.375444087626761	7.48012685995525	52.4918413330181	4.32039443143332e-13	2.10227544421832e-11
DCX	0.800450264140794	5.37994052918144	52.3122827065354	4.73404205763176e-13	2.29724254588421e-11
CCDC47	-0.523795995952334	6.6716541983472	52.2259499681048	4.94680875322504e-13	2.39393105565907e-11
ZNF22	-0.4821934009866	6.1110151896975	52.2012415579013	5.00944528144878e-13	2.41763746117223e-11
REEP2	0.523737951861862	6.82707663263221	52.1935191847728	5.02918403123584e-13	2.42056814025134e-11
TALDO1	-0.410604597366034	8.1292317467595	52.1455378507054	5.15358265481319e-13	2.47371967431033e-11
DGUOK	-0.357926077216379	7.37219135076863	51.9537670783573	5.68229332521093e-13	2.720129172328e-11
COX7A2	-0.345993909851667	9.29631138842245	51.9353872022914	5.73573284135275e-13	2.73830997536496e-11
PTPN14	0.426129394438128	6.83557840334202	51.8952394515301	5.85421803268533e-13	2.78736316653018e-11
POLR2I	-0.326942684094093	7.94646929391641	51.8162708374447	6.09446685846967e-13	2.8939731098449e-11
PDCD10	-0.457611599751337	6.41611580423637	51.7566138680137	6.28248375481825e-13	2.97527679853853e-11
LRSAM1	-0.468079094340883	6.54390868702947	51.7415385314286	6.33090742835028e-13	2.98336048928908e-11
BEX1	0.521890726078158	7.89179685207211	51.740815135796	6.33324042441675e-13	2.98336048928908e-11
GON7	-0.654350510906426	5.51480014601052	51.6903529888906	6.49812523788561e-13	3.05291231335358e-11
SWI5	-0.516903281369204	6.19871328590705	51.6232252700581	6.72414177272186e-13	3.1507407163611e-11
SELENOK	-0.322078119215933	8.21832586749252	51.5994615290269	6.80602484526547e-13	3.18069424958686e-11
EDF1	-0.284241049060115	8.67757978894837	51.5502016665231	6.97895207460617e-13	3.25292629330065e-11
PRPS1	-0.636234523507264	5.69488377888256	51.5088858070424	7.12737756405997e-13	3.31338875104016e-11
APOE	-0.6865368454272	6.37580231430317	51.3986799736967	7.53892143996358e-13	3.49553341739882e-11
ATP5MC3	-0.383584651803709	9.02806116242926	51.3773772495953	7.62117367998177e-13	3.52444460104013e-11
TIMM10	-0.487025812950595	6.68967619420092	51.2920702413311	7.959651158892e-13	3.67138909703894e-11
RBM39	-0.356614431609289	8.20062471804926	51.2379309648999	8.18222410960039e-13	3.76424814101927e-11
MRPS18C	-0.399507433592294	7.02778782832706	51.1531197995067	8.54347910139929e-13	3.9202617058027e-11
TAF7	-0.381831959191244	6.97035444943636	51.080518280991	8.86538018955073e-13	4.05745772396182e-11
ARL3	-0.336427115055473	8.1948279872165	51.0569751613922	8.97235010041057e-13	4.09583157161011e-11
GPC1	0.532599193570697	8.03877787712887	50.7364836853535	1.05637546868438e-12	4.8099029052282e-11
PIM2	-0.465179243181971	6.82898982969992	50.6744612007849	1.09029083214747e-12	4.95159774846050e-11
ALG5	-0.485113580773948	6.23562182684377	50.4825868922792	1.20226818270267e-12	5.44618262200249e-11
CTSD	0.402258999374565	6.90417164002841	50.4458288260061	1.2249989371534e-12	5.53499519766865e-11
PDIA3	-0.43910146796101	7.19472113462716	50.2761459379985	1.33563255261704e-12	6.0195225882832e-11
LSM1	-0.452062460006523	6.21320738205899	50.2396235927981	1.36072320123941e-12	6.11499704286793e-11
NSG2	1.78025881985156	4.33469114840654	50.2353041202607	1.36372167566217e-12	6.11499704286793e-11
RPL39L	-0.444045851563856	6.71787927851308	50.1524655057548	1.42252287785349e-12	6.36255687185381e-11
ATP5F1E	-0.41625397184015	10.5514013608298	50.0646176776227	1.48765421662207e-12	6.63356935331754e-11
INO80D	0.360643392936874	7.18965773114691	50.0607286514939	1.49060557961855e-12	6.63356935331754e-11
C11orf98	-0.424272452892682	7.00924037382984	50.0338348264561	1.51117616514948e-12	6.69836028945425e-11
PTGDS	1.2197006894974	4.72224677329651	50.0318206476384	1.51272815931668e-12	6.69836028945425e-11
TTL	0.238322693832015	8.01863534449944	49.9096357659318	1.60992099671135e-12	7.1109527914592e-11
POLE3	-0.379447310104044	7.11087546524463	49.8493108704398	1.66018682531398e-12	7.31473359451772e-11
ZNF2	0.269124339965351	7.99154180561856	49.7482118975003	1.7479741981539e-12	7.68241166196077e-11
LARS	-0.384934658587603	7.88957446692815	49.6647915877058	1.82389806865443e-12	7.99625806732852e-11
SELENOT	-0.328467061348038	7.60850591117247	49.6304774276472	1.85607857347279e-12	8.11725029465433e-11
SEZ6L2	0.31318898102578	7.7946509636861	49.5883599661894	1.89635492723026e-12	8.27296514066562e-11
MAGED4	0.515270954329627	6.68411962667351	49.5374001134631	1.94625825932792e-12	8.46980989907031e-11
MRC2	0.538156902173606	7.96429847555488	49.5246761569767	1.95892211686077e-12	8.50402660143086e-11
GNAI3	-0.293301075433379	7.4378933097104	49.324559669791	2.16929539063601e-12	9.39426893861738e-11
SELENOW	-0.349737852709642	9.27218005584154	49.2708233862401	2.22954029369178e-12	9.6316140687485e-11
THBS1	1.04052379263552	5.7673959116721	49.2132975253983	2.29589062778126e-12	9.8941155229347e-11
UGT2B11	0.300337036169222	8.54937828674963	49.1999519122152	2.31156372602545e-12	9.93747978528223e-11
TTC28	0.325217747245856	7.08951383047979	49.0508409556004	2.49413274911891e-12	1.06963872281826e-10
BASP1	0.788822928099632	5.33292018465272	48.9973456690273	2.56309123015627e-12	1.09655729151034e-10
ATG10	-0.277645972865926	9.01165526007737	48.9576041018835	2.6155527375144e-12	1.11630530329771e-10
APC	-0.498763707142596	7.02224483594765	48.9396034824736	2.63966703569921e-12	1.12388900327655e-10
CHID1	-0.444241958184807	7.41808865398952	48.771695564925	2.8755992602346e-12	1.22140561384353e-10
CBY1	-0.36436216074345	7.10693897825684	48.6982944166538	2.98525923993752e-12	1.26495003965965e-10
NDUFB8	-0.372567418544047	7.16430576965301	48.6761793375263	3.01911200507945e-12	1.27624133255292e-10
CFL1	0.35567934618986	8.92893911319328	48.5609294409121	3.20184933717658e-12	1.35026560619218e-10
SDHB	-0.488096554643076	6.35245841123719	48.3017986639609	3.65416881987922e-12	1.53656926819038e-10
COX6C	-0.39420695139963	9.53197087457775	48.2981486464545	3.66097691495225e-12	1.53656926819038e-10
LBHD1	-0.386109300070503	7.20945076943403	48.2839701808284	3.68754355110656e-12	1.54406078905909e-10
MARCH6	0.322157921553007	8.16684816160472	48.2482177736854	3.75539375656294e-12	1.56876259943969e-10
GRINA	0.494528313627859	6.38882412876555	48.1308931283916	3.98695121900991e-12	1.66157364684949e-10
EFNB3	0.678305742571705	5.90889684378342	48.117987119505	4.01327998904187e-12	1.66862007431713e-10
TNRC6B	0.240755131313968	8.46729895519499	47.9832431688083	4.29877401158029e-12	1.78313548695808e-10
CHN1	0.816300530764342	5.38010869088382	47.9569540077783	4.35680102136006e-12	1.80298270304508e-10
PRDX4	-0.440264004129368	6.72001967194696	47.8314695827291	4.64476404634243e-12	1.9136096683371e-10
SRPX	-1.02242960797082	4.81032142706088	47.8278430543475	4.65336357549637e-12	1.9136096683371e-10
TPRKB	-0.352912977945587	6.85643573258777	47.826506633558	4.65653662518794e-12	1.9136096683371e-10
FPGT-TNNI3K	0.224774927093665	9.16330932675145	47.7721468910011	4.78745439132771e-12	1.96285630044436e-10
EI24	0.283648106867891	7.6353686825718	47.7004716241983	4.96572155768932e-12	2.03124388521462e-10
GADD45G	0.721775404903896	6.30555419693581	47.6352121689076	5.13380328992748e-12	2.09515953620266e-10
CISD2	-0.524629692116311	6.07369102041546	47.6008724354036	5.2245227127282e-12	2.12728152385843e-10
TUBG1	-0.570049408965369	6.30694979960215	47.572159352772	5.30160794596742e-12	2.15371742979301e-10
ACVR2A	0.397728193758331	6.97815454884039	47.5439738547329	5.37838376983063e-12	2.17990694121831e-10
MTRNR2L1	-0.36380935487235	12.9268605911681	47.5321194927938	5.41100591908491e-12	2.18812184563543e-10
SMC1A	-0.42922112563737	6.97564068887003	47.3655466148503	5.89090440076144e-12	2.37675851358284e-10
MRPL33	-0.364027971060537	8.09928424303522	47.3295490737803	6.00008636251088e-12	2.41278648773309e-10
BIRC3	0.489481462470999	6.76014537309176	47.3244259816459	6.01578865855682e-12	2.41278648773309e-10
DNAJA1	-0.368465473303139	8.46858863184683	47.3227064123233	6.02106835805118e-12	2.41278648773309e-10
FAM183A	-0.778626651922493	6.51592140101019	47.3101619276142	6.05972503335404e-12	2.42279570633785e-10
RMDN1	-0.547919422548853	5.89750622357451	47.3050565439381	6.07552864148556e-12	2.42364331752235e-10
